Ext.1(Strain)	Stress	
%	        N/mm2
53.90974	569.4243
53.91133	569.4259
53.91564	569.4264
53.91782	569.4279
53.91939	569.4301
53.92098	569.4321
53.92454	569.4342
53.92749	569.4363
53.92937	569.4394
53.93182	569.4414
53.93563	569.443
53.93851	569.4456
53.94136	569.4466
53.94194	569.4481
53.94648	569.4492
53.94834	569.4503
53.94951	569.4518
53.95049	569.4528
53.95029	569.4539
53.95467	569.4559
53.95741	569.457
53.95619	569.4596
53.96124	569.4612
53.96466	569.4632
53.96665	569.4653
53.97041	569.4663
53.97099	569.4684
53.97485	569.4705
53.97691	569.4715
53.9794	569.473
53.98261	569.4741
53.98363	569.4756
53.98636	569.4767
53.98852	569.4772
53.99317	569.4792
53.9974	569.4808
53.99499	569.4808
54.00108	569.4824
54.00308	569.4844
54.00203	569.4854
54.00574	569.4865
54.00866	569.4885
54.01284	569.4896
54.01643	569.4911
54.01711	569.4932
54.01943	569.4948
54.0215	569.4963
54.02461	569.4979
54.02826	569.5
54.03006	569.5015
54.03167	569.5036
54.03574	569.5057
54.03894	569.5072
54.03769	569.5088
54.04077	569.5109
54.0436	569.5129
54.04605	569.5145
54.04714	569.5161
54.05148	569.5187
54.05447	569.5212
54.05709	569.5222
54.05934	569.5243
54.05796	569.5269
54.06169	569.5289
54.06684	569.53
54.06712	569.5327
54.07294	569.5347
54.07338	569.5362
54.07377	569.5378
54.08095	569.5399
54.08089	569.5419
54.07947	569.5435
54.08855	569.545
54.08936	569.5482
54.08865	569.5497
54.09516	569.5518
54.09772	569.5538
54.09743	569.5565
54.10003	569.5585
54.10236	569.56
54.10349	569.5621
54.1048	569.5642
54.10859	569.5642
54.11206	569.5652
54.11674	569.5668
54.11669	569.5668
54.11825	569.5678
54.12323	569.5678
54.1194	569.5694
54.12613	569.5694
54.12856	569.5704
54.12905	569.5704
54.1325	569.572
54.13558	569.5735
54.13867	569.5746
54.13975	569.5761
54.1423	569.5771
54.14481	569.5771
54.14737	569.5787
54.14811	569.5798
54.14991	569.5798
54.154	569.5798
54.15739	569.5798
54.16098	569.5798
54.16348	569.5798
54.16432	569.5787
54.16751	569.5798
54.1696	569.5798
54.17443	569.5813
54.17623	569.5824
54.17693	569.5844
54.17917	569.5864
54.18466	569.588
54.18778	569.5911
54.18555	569.5938
54.18867	569.5948
54.19011	569.5974
54.19434	569.5994
54.19823	569.6005
54.20445	569.602
54.20618	569.602
54.20386	569.603
54.20608	569.6046
54.20822	569.6051
54.20861	569.6067
54.21407	569.6072
54.21972	569.6093
54.21994	569.6113
54.22063	569.6129
54.22519	569.6144
54.22574	569.6166
54.22721	569.6191
54.23075	569.6202
54.23469	569.6217
54.23558	569.6243
54.23911	569.6253
54.2374	569.6263
54.24197	569.6279
54.24552	569.6295
54.24542	569.6306
54.25025	569.6321
54.25145	569.6336
54.25427	569.6357
54.25842	569.6373
54.26142	569.6398
54.26231	569.6424
54.26263	569.644
54.2653	569.6476
54.26703	569.6501
54.27067	569.6523
54.27464	569.6554
54.27871	569.6579
54.28232	569.6601
54.28654	569.6621
54.28316	569.6647
54.28735	569.6657
54.29128	569.6673
54.29345	569.6683
54.29529	569.6699
54.29732	569.6709
54.30037	569.6725
54.30362	569.675
54.30318	569.6761
54.30482	569.6777
54.3069	569.6803
54.3096	569.6823
54.31232	569.6828
54.31517	569.6854
54.31998	569.6874
54.32043	569.688
54.32446	569.6906
54.32565	569.6921
54.32837	569.6932
54.33221	569.6947
54.33152	569.6963
54.33609	569.6994
54.33646	569.7009
54.3424	569.7026
54.34409	569.7056
54.34512	569.7077
54.34857	569.7092
54.35064	569.7113
54.35102	569.7134
54.35561	569.7155
54.35878	569.7155
54.35893	569.7165
54.36208	569.7176
54.36486	569.7165
54.36668	569.7176
54.37052	569.7181
54.37084	569.7181
54.37449	569.7181
54.37688	569.7196
54.38128	569.7207
54.38177	569.7216
54.38226	569.7238
54.38572	569.7258
54.38809	569.7285
54.39249	569.7316
54.39544	569.7336
54.39581	569.7368
54.39626	569.7393
54.39992	569.7414
54.40099	569.7429
54.40315	569.744
54.40574	569.7455
54.41034	569.7455
54.41333	569.7455
54.41812	569.7465
54.41869	569.748
54.41946	569.7476
54.42106	569.7487
54.42365	569.7507
54.42846	569.7518
54.42967	569.7533
54.42494	569.7554
54.43349	569.7574
54.43439	569.76
54.43929	569.761
54.44079	569.7636
54.44452	569.7652
54.44471	569.7662
54.45157	569.7678
54.44432	569.7678
54.4553	569.7678
54.46097	569.7689
54.4594	569.7689
54.46033	569.7689
54.46775	569.7704
54.46871	569.7704
54.47068	569.7719
54.47303	569.774
54.47574	569.7761
54.47991	569.7782
54.48079	569.7807
54.48164	569.7833
54.48366	569.7859
54.48423	569.788
54.48726	569.7906
54.48994	569.7927
54.49464	569.7937
54.49548	569.7953
54.49723	569.7963
54.50058	569.7979
54.50118	569.7988
54.50411	569.8005
54.50882	569.8015
54.51207	569.8035
54.51398	569.8056
54.51579	569.8066
54.51758	569.8092
54.51898	569.8118
54.52216	569.8134
54.52557	569.816
54.52975	569.817
54.53028	569.8191
54.53188	569.8206
54.53033	569.8212
54.53098	569.8221
54.54179	569.8232
54.54549	569.8237
54.54784	569.8243
54.54911	569.8248
54.5522	569.8248
54.55212	569.8264
54.55625	569.8279
54.56367	569.8284
54.56139	569.8304
54.56232	569.832
54.56594	569.8331
54.56932	569.8351
54.57525	569.8367
54.57211	569.8382
54.57559	569.8393
54.57771	569.8413
54.57993	569.8434
54.58151	569.8439
54.58292	569.8459
54.58767	569.847
54.58692	569.8486
54.58952	569.8502
54.5958	569.8517
54.59949	569.8537
54.59865	569.8559
54.59862	569.8574
54.60023	569.8594
54.60541	569.8616
54.60777	569.8631
54.60929	569.8657
54.61118	569.8668
54.61467	569.8672
54.61569	569.8688
54.62177	569.8693
54.62388	569.8708
54.62258	569.8708
54.62758	569.8719
54.63091	569.8719
54.63195	569.8735
54.63523	569.8746
54.63807	569.8755
54.64029	569.8766
54.63975	569.8786
54.6429	569.8797
54.64651	569.8817
54.6487	569.8832
54.65173	569.8848
54.65373	569.8864
54.65588	569.8875
54.65862	569.889
54.66234	569.8901
54.66636	569.8916
54.66883	569.8926
54.66934	569.8942
54.67092	569.8952
54.67575	569.8978
54.67675	569.8999
54.67792	569.9025
54.67971	569.9056
54.68406	569.9088
54.6871	569.9119
54.68917	569.9154
54.68982	569.9185
54.69403	569.9222
54.69796	569.9247
54.69919	569.9279
54.70117	569.9305
54.70259	569.9326
54.70488	569.9361
54.70856	569.9372
54.70954	569.9392
54.71361	569.9423
54.71675	569.9439
54.71692	569.946
54.71943	569.9492
54.7237	569.9517
54.72671	569.9538
54.7271	569.9564
54.72918	569.9589
54.73106	569.9615
54.73439	569.9631
54.73582	569.9651
54.73954	569.9672
54.74321	569.9683
54.7461	569.9698
54.74633	569.9719
54.74958	569.9725
54.75224	569.974
54.7558	569.9745
54.75831	569.976
54.7579	569.9771
54.75913	569.9776
54.75999	569.9791
54.76929	569.9807
54.77382	569.9822
54.77343	569.9843
54.77388	569.9864
54.77703	569.9885
54.77847	569.99
54.78335	569.9926
54.78629	569.9947
54.78606	569.9957
54.78907	569.9983
54.79106	569.9994
54.79258	569.9998
54.79418	570.0009
54.80145	570.0024
54.80032	570.0024
54.80315	570.0024
54.80295	570.004
54.80537	570.0051
54.8093	570.006
54.81638	570.0087
54.81648	570.0103
54.81733	570.0129
54.82032	570.0149
54.82318	570.017
54.8268	570.0201
54.82827	570.0222
54.82984	570.0247
54.8294	570.0273
54.83283	570.0289
54.83689	570.0309
54.83904	570.033
54.84237	570.0351
54.84637	570.0367
54.84479	570.0382
54.84817	570.0402
54.85288	570.0413
54.8539	570.0439
54.85699	570.0455
54.85848	570.0471
54.86385	570.048
54.86558	570.0496
54.86988	570.0522
54.87236	570.0522
54.87458	570.0537
54.87663	570.0548
54.87888	570.0558
54.87994	570.0568
54.88292	570.0574
54.88504	570.0583
54.88702	570.06
54.88928	570.061
54.89242	570.0635
54.89494	570.0651
54.89643	570.0677
54.89834	570.0704
54.90071	570.0729
54.90306	570.0755
54.90687	570.0781
54.90793	570.0807
54.91282	570.0822
54.91291	570.0833
54.9161	570.0848
54.91728	570.0859
54.92113	570.0859
54.9248	570.0859
54.92631	570.0859
54.92928	570.0874
54.93362	570.0874
54.93274	570.0879
54.93423	570.089
54.93724	570.0905
54.94305	570.0921
54.9451	570.0942
54.94326	570.0962
54.94776	570.0983
54.95188	570.1004
54.953	570.1014
54.95211	570.1039
54.95551	570.1055
54.96062	570.1061
54.96214	570.1082
54.96439	570.1092
54.96449	570.1102
54.97107	570.1117
54.97537	570.1138
54.9765	570.1159
54.97949	570.1174
54.97855	570.1195
54.98247	570.1221
54.98449	570.1226
54.988	570.1247
54.98932	570.1273
54.99158	570.1278
54.99327	570.1288
54.99757	570.1309
54.99771	570.1315
54.99976	570.133
55.00721	570.1335
55.00938	570.1341
55.0133	570.1356
55.01141	570.1361
55.01214	570.1366
55.01672	570.1381
55.0175	570.1392
55.02061	570.1403
55.01954	570.1418
55.02712	570.1434
55.02931	570.145
55.03286	570.1465
55.03403	570.1485
55.03627	570.1501
55.0379	570.1516
55.04208	570.1527
55.04224	570.1537
55.04139	570.1537
55.04682	570.1537
55.05027	570.1542
55.05378	570.1537
55.05807	570.1537
55.05928	570.1542
55.05908	570.1537
55.0616	570.1542
55.06517	570.1558
55.06593	570.1563
55.06672	570.1579
55.07354	570.1589
55.07849	570.1605
55.07728	570.1614
55.07982	570.1614
55.08081	570.163
55.08407	570.163
55.08357	570.163
55.08565	570.1636
55.08633	570.1641
55.08875	570.1641
55.09021	570.1641
55.09337	570.1656
55.09718	570.1661
55.10215	570.1667
55.10862	570.1688
55.11163	570.1708
55.11283	570.1729
55.11626	570.1739
55.11449	570.1765
55.11705	570.1776
55.11902	570.1786
55.12402	570.0511
55.12913	570.0014
55.13155	570.0393
55.13253	570.0775
55.13332	570.0724
55.13621	570.089
55.13722	570.1221
55.1404	570.133
55.14247	570.1599
55.1441	570.1335
55.14613	570.1501
55.14684	570.177
55.15105	570.147
55.15495	570.1848
55.15776	570.1838
55.16045	570.1967
55.16495	570.1817
55.16699	570.1931
55.169	570.2056
55.16988	570.2081
55.17188	570.2138
55.17467	570.204
55.1773	570.232
55.18002	570.2537
55.18233	570.2153
55.18601	570.2071
55.18895	570.2299
55.18845	570.2247
55.19268	570.2263
55.19444	570.2386
55.1994	570.2211
55.20105	570.2351
55.20135	570.2376
55.20244	570.2454
55.20611	570.2288
55.20465	570.2464
55.20924	570.249
55.2147	570.264
55.21743	570.2615
55.22155	570.2604
55.2222	570.2677
55.22495	570.2511
55.22672	570.2526
55.22711	570.2728
55.23051	570.2563
55.23495	570.2526
55.23879	570.2464
55.23919	570.263
55.24119	570.2781
55.24277	570.2651
55.24392	570.2693
55.24787	570.2615
55.25159	570.2698
55.25465	570.2552
55.25682	570.2563
55.25652	570.2573
55.26028	570.2578
55.26171	570.2578
55.26741	570.2594
55.2698	570.2609
55.27167	570.262
55.27505	570.263
55.27925	570.2656
55.27925	570.2672
55.28069	570.2693
55.28289	570.2718
55.28561	570.2744
55.28748	570.2765
55.28929	570.2781
55.28982	570.2802
55.29446	570.2817
55.29553	570.2822
55.29925	570.2827
55.30253	570.2842
55.305	570.2842
55.30716	570.2842
55.31023	570.2848
55.31368	570.2853
55.31618	570.2869
55.31698	570.2869
55.32118	570.2885
55.31852	570.29
55.32152	570.2915
55.32537	570.2931
55.32416	570.2946
55.33033	570.2967
55.33739	570.2972
55.33582	570.2988
55.3417	570.2997
55.34666	570.3013
55.34983	570.3019
55.34806	570.3024
55.35231	570.3044
55.35433	570.305
55.35257	570.3071
55.35706	570.3091
55.35988	570.3107
55.3637	570.3127
55.3632	570.3148
55.36496	570.3174
55.36999	570.3195
55.37463	570.321
55.37635	570.3231
55.37793	570.3252
55.37994	570.3273
55.38358	570.3278
55.38447	570.3284
55.38851	570.3309
55.39194	570.3309
55.39224	570.3309
55.39515	570.3324
55.39061	570.3339
55.39722	570.3345
55.40213	570.3365
55.40237	570.3376
55.40438	570.3397
55.40841	570.3412
55.41382	570.3439
55.41313	570.3459
55.41569	570.347
55.42001	570.3495
55.42564	570.3505
55.42704	570.3505
55.42808	570.3522
55.4304	570.3522
55.43343	570.3505
55.437	570.3505
55.43739	570.3505
55.43991	570.3505
55.44175	570.3505
55.44334	570.3522
55.44351	570.3526
55.44785	570.3552
55.45037	570.3573
55.45377	570.3588
55.45511	570.3625
55.46108	570.3651
55.46234	570.3677
55.46288	570.3703
55.46434	570.3729
55.46748	570.3744
55.47284	570.3754
55.47483	570.377
55.47554	570.3785
55.47889	570.3796
55.47864	570.3806
55.47952	570.3832
55.48251	570.3848
55.48421	570.3858
55.49085	570.3895
55.49337	570.391
55.49309	570.3925
55.49541	570.3951
55.4977	570.3967
55.49553	570.3987
55.50454	570.4003
55.50854	570.4003
55.51154	570.4014
55.51314	570.4014
55.51438	570.4029
55.51595	570.4045
55.52096	570.4045
55.52654	570.406
55.52267	570.4081
55.52504	570.4096
55.53046	570.4117
55.53093	570.4142
55.53414	570.4159
55.53611	570.4185
55.54178	570.421
55.54136	570.4231
55.54107	570.4252
55.54374	570.4263
55.54689	570.4283
55.5534	570.4298
55.55407	570.4303
55.55988	570.4314
55.56057	570.4314
55.56241	570.4329
55.56525	570.4334
55.56623	570.434
55.56847	570.4355
55.57572	570.4365
55.57831	570.4381
55.57775	570.4397
55.57858	570.4418
55.57905	570.4433
55.58325	570.4453
55.58648	570.4469
55.58944	570.4485
55.59139	570.4501
55.59344	570.451
55.59529	570.4526
55.59748	570.4536
55.6021	570.4552
55.60177	570.4562
55.60794	570.4578
55.60978	570.4589
55.61033	570.4604
55.61408	570.462
55.61855	570.464
55.61988	570.4661
55.6202	570.4682
55.62096	570.4708
55.62486	570.4717
55.62914	570.4739
55.63344	570.476
55.6362	570.477
55.63701	570.4775
55.63879	570.4785
55.6403	570.48
55.64524	570.48
55.64936	570.48
55.65044	570.4811
55.64748	570.4811
55.65352	570.4806
55.65455	570.4811
55.65741	570.4822
55.66317	570.4827
55.66587	570.4827
55.66645	570.4837
55.66995	570.4852
55.67185	570.4858
55.67276	570.4874
55.67433	570.4878
55.67559	570.4889
55.68181	570.4904
55.68366	570.4904
55.68561	570.4904
55.68916	570.4909
55.6922	570.4909
55.69501	570.4915
55.69501	570.4915
55.69967	570.4925
55.70155	570.493
55.7021	570.4946
55.70847	570.4962
55.70945	570.4982
55.70956	570.4998
55.71156	570.5018
55.71621	570.5039
55.72009	570.5055
55.72253	570.507
55.72253	570.5086
55.72122	570.5086
55.72269	570.5086
55.72732	570.5096
55.73427	570.5096
55.73526	570.5096
55.74031	570.5096
55.73639	570.5096
55.74249	570.5096
55.74246	570.5112
55.75253	570.5121
55.75386	570.5127
55.75366	570.5138
55.75746	570.5153
55.75859	570.5164
55.76087	570.5164
55.76074	570.5179
55.76365	570.5179
55.76994	570.5189
55.77127	570.5189
55.77192	570.5189
55.7766	570.5189
55.77683	570.5189
55.7784	570.5189
55.7822	570.5195
55.78447	570.5204
55.78743	570.5215
55.78985	570.5231
55.7929	570.5242
55.79855	570.5267
55.79814	570.5282
55.79784	570.5303
55.80294	570.5319
55.80802	570.5334
55.8075	570.5344
55.81062	570.536
55.81271	570.536
55.81539	570.5355
55.81678	570.536
55.82047	570.536
55.82452	570.5344
55.82833	570.536
55.82898	570.537
55.8334	570.5386
55.83559	570.5391
55.83767	570.5417
55.83901	570.5448
55.84157	570.5464
55.84251	570.55
55.84587	570.5531
55.84532	570.5541
55.84433	570.5568
55.85331	570.5583
55.8535	570.5599
55.85342	570.5609
55.86003	570.5619
55.86022	570.5624
55.86115	570.5635
55.86106	570.5635
55.86957	570.5646
55.87381	570.5646
55.87465	570.5661
55.87915	570.5687
55.88007	570.5697
55.88367	570.5712
55.88168	570.5723
55.8875	570.5739
55.8874	570.5749
55.89112	570.5764
55.89282	570.5764
55.89796	570.5775
55.89998	570.5775
55.90402	570.5775
55.90478	570.5775
55.91032	570.5775
55.91354	570.5764
55.91433	570.5775
55.91621	570.5775
55.91675	570.5775
55.91768	570.579
55.91882	570.5795
55.92332	570.5801
55.92831	570.5822
55.92797	570.5831
55.93425	570.5847
55.93644	570.5868
55.9374	570.5868
55.93814	570.5884
55.93912	570.5884
55.94314	570.5884
55.94898	570.5884
55.95153	570.5884
55.95564	570.5884
55.95418	570.5873
55.9575	570.5868
55.95949	570.5884
55.96252	570.5888
55.95853	570.591
55.96018	570.591
55.96711	570.5935
55.9701	570.5961
55.97144	570.5972
55.97891	570.5992
55.98085	570.6013
55.98386	570.6023
55.9868	570.6039
55.9892	570.6049
55.98897	570.606
55.99371	570.6065
55.99415	570.6065
55.99585	570.608
55.99916	570.6091
56.00056	570.6096
56.00482	570.61
56.00836	570.6117
56.01016	570.6127
56.01064	570.6143
56.01438	570.6152
56.01647	570.6152
56.01952	570.6168
56.02116	570.6179
56.02238	570.6179
56.02611	570.6189
56.02917	570.6194
56.02779	570.6194
56.03163	570.6179
56.03519	570.6194
56.03978	570.6194
56.03939	570.6194
56.04575	570.6194
56.04651	570.621
56.04972	570.6215
56.05295	570.6226
56.05492	570.6246
56.05675	570.6267
56.05984	570.6287
56.0621	570.6298
56.06277	570.6318
56.06647	570.6339
56.07044	570.6349
56.07236	570.6349
56.07214	570.6365
56.07425	570.6365
56.07858	570.6365
56.08385	570.6365
56.08506	570.6365
56.08568	570.6365
56.08926	570.6355
56.09148	570.6365
56.0934	570.6365
56.09563	570.6365
56.09996	570.6376
56.10216	570.6391
56.10589	570.6401
56.10763	570.6407
56.10897	570.6422
56.11029	570.6428
56.1102	570.6443
56.11451	570.6448
56.11891	570.6453
56.1221	570.6469
56.12355	570.6474
56.12816	570.6479
56.12775	570.6494
56.13031	570.6505
56.13297	570.6521
56.13821	570.6531
56.13972	570.6552
56.14064	570.6563
56.14498	570.6578
56.14555	570.6599
56.14835	570.6614
56.14964	570.6614
56.15307	570.6625
56.15403	570.664
56.15178	570.664
56.16019	570.6645
56.16537	570.665
56.16879	570.6655
56.16977	570.6666
56.17276	570.6666
56.17374	570.6676
56.17659	570.6691
56.17946	570.6691
56.1821	570.6702
56.18518	570.6722
56.18615	570.6733
56.1885	570.6754
56.191	570.6774
56.19369	570.6785
56.19801	570.6805
56.19909	570.6821
56.19961	570.6826
56.20314	570.6847
56.20672	570.6852
56.21202	570.6858
56.21159	570.6873
56.21482	570.6878
56.21724	570.6889
56.21813	570.6898
56.22065	570.6909
56.22329	570.6935
56.22833	570.6951
56.22833	570.6967
56.23019	570.6976
56.23496	570.6992
56.23426	570.7013
56.23555	570.7018
56.23898	570.7028
56.24396	570.7044
56.24389	570.7044
56.24712	570.7054
56.2539	570.7054
56.26028	570.707
56.26068	570.708
56.2613	570.7096
56.2596	570.7101
56.25876	570.7122
56.26359	570.7142
56.26589	570.7158
56.27292	570.7173
56.26803	570.7194
56.27418	570.7209
56.27871	570.7225
56.28247	570.7236
56.28254	570.7251
56.28587	570.7262
56.28777	570.7262
56.28757	570.7266
56.28579	570.7277
56.29208	570.7277
56.29757	570.7277
56.29802	570.7277
56.30207	570.7288
56.30836	570.7292
56.30875	570.7292
56.31329	570.7308
56.31483	570.7324
56.31622	570.7334
56.31732	570.7355
56.31966	570.7375
56.32418	570.7396
56.32615	570.7401
56.32585	570.7422
56.33066	570.7432
56.33599	570.7432
56.3372	570.7448
56.33663	570.7448
56.34176	570.7448
56.34191	570.7448
56.34854	570.7458
56.35146	570.7458
56.35088	570.7463
56.35412	570.7474
56.35737	570.7489
56.36001	570.751
56.36206	570.7526
56.36585	570.7535
56.36645	570.7562
56.36731	570.7578
56.37052	570.7604
56.37325	570.7624
56.37594	570.7635
56.37672	570.7655
56.37986	570.767
56.38284	570.767
56.38691	570.7691
56.38776	570.7697
56.39205	570.7707
56.39536	570.7717
56.39824	570.7722
56.39659	570.7733
56.3976	570.7743
56.40194	570.7759
56.40578	570.7774
56.40582	570.778
56.40631	570.78
56.41227	570.78
56.41657	570.7816
56.42199	570.7826
56.42179	570.7826
56.42219	570.7852
56.42394	570.7852
56.4311	570.7852
56.43209	570.7862
56.43591	570.7862
56.43628	570.7877
56.43608	570.7888
56.43775	570.7903
56.4417	570.7908
56.44115	570.793
56.45181	570.7939
56.44925	570.7955
56.45642	570.7966
56.45707	570.7981
56.46101	570.7992
56.46111	570.7992
56.46173	570.8007
56.46502	570.8023
56.46857	570.8012
56.47586	570.8023
56.47847	570.8028
56.47678	570.8033
56.48162	570.8033
56.48282	570.8054
56.48196	570.8075
56.48458	570.8085
56.48864	570.8101
56.4955	570.8126
56.49562	570.8132
56.49727	570.8147
56.49861	570.8163
56.50344	570.8179
56.50691	570.8188
56.51141	570.8204
56.51099	570.8219
56.51111	570.8241
56.51178	570.8256
56.52096	570.8276
56.52224	570.8298
56.52332	570.8318
56.52773	570.8339
56.52945	570.8365
56.5304	570.838
56.53207	570.8406
56.53377	570.8427
56.53871	570.8432
56.54065	570.8453
56.54456	570.8463
56.54704	570.8468
56.54836	570.8479
56.54947	570.8489
56.55432	570.8505
56.55772	570.8505
56.56046	570.8505
56.56502	570.8514
56.56384	570.8514
56.56466	570.8521
56.56893	570.853
56.57105	570.8541
56.57292	570.8557
56.57753	570.8583
56.58047	570.8608
56.58228	570.8634
56.58705	570.866
56.5874	570.8686
56.58991	570.8717
56.59359	570.8738
56.59364	570.8753
56.59888	570.8774
56.60163	570.8779
56.60139	570.8779
56.60464	570.879
56.60859	570.879
56.61096	570.879
56.61147	570.8805
56.61419	570.8805
56.61666	570.8816
56.62047	570.8836
56.62106	570.8856
56.62278	570.8882
56.63291	570.8903
56.6358	570.8934
56.63328	570.8961
56.63803	570.8976
56.63549	570.8991
56.63784	570.9012
56.6408	570.9028
56.64695	570.9039
56.65049	570.9048
56.64887	570.9064
56.64872	570.9064
56.65131	570.9074
56.6614	570.909
56.66628	570.9105
56.66756	570.9116
56.67149	570.9131
56.67859	570.9142
56.67018	570.9158
56.66668	570.9183
56.67043	570.9183
56.67452	570.9194
56.67765	570.9209
56.68089	570.9214
56.68379	570.9209
56.68873	570.922
56.69196	570.922
56.6936	570.922
56.69454	570.922
56.69827	570.9235
56.7019	570.9235
56.70353	570.9246
56.70434	570.9261
56.70819	570.9286
56.7123	570.9297
56.71371	570.9318
56.7186	570.9344
56.71852	570.9359
56.72143	570.9375
56.72358	570.9396
56.72398	570.9401
56.72614	570.9416
56.73155	570.9421
56.73322	570.9427
56.73415	570.9427
56.73781	570.9442
56.7406	570.9442
56.74026	570.9458
56.74215	570.9458
56.74708	570.9468
56.74987	570.9484
56.75317	570.9493
56.75582	570.9515
56.75619	570.952
56.75957	570.9536
56.76423	570.9556
56.76721	570.9567
56.77209	570.9572
56.77402	570.9587
56.77646	570.9597
56.77842	570.9613
56.78036	570.9624
56.78145	570.9639
56.78356	570.965
56.78687	570.9659
56.78958	570.9676
56.7919	570.9686
56.79419	570.9696
56.79705	570.9711
56.79969	570.9722
56.80552	570.9742
56.8047	570.9742
56.80867	570.9769
56.81	570.9769
56.81309	570.9774
56.81669	570.9795
56.81905	570.9795
56.82111	570.9789
56.82429	570.9795
56.82476	570.9795
56.82678	570.9795
56.83097	570.9805
56.83146	570.9805
56.83315	570.982
56.83538	570.9836
56.84207	570.9846
56.84385	570.9866
56.84279	570.9888
56.84488	570.9904
56.8484	570.9924
56.85075	570.995
56.86025	570.9966
56.86007	570.9976
56.86033	570.9991
56.8636	571.0002
56.8651	571.0002
56.86913	571.0002
56.87135	571.0018
56.87406	571.0018
56.87616	571.0018
56.87801	571.0022
56.88	571.0043
56.88206	571.0053
56.88766	571.0064
56.89049	571.0084
56.8919	571.0106
56.89581	571.0121
56.8969	571.0131
56.90021	571.0146
56.90219	571.0157
56.90268	571.0157
56.90376	571.0173
56.91007	571.0188
56.91131	571.0188
56.91214	571.0199
56.9169	571.0208
56.91734	571.0214
56.91912	571.0225
56.92202	571.024
56.92341	571.025
56.92859	571.0266
56.93129	571.0276
56.93585	571.0292
56.93608	571.0302
56.93952	571.0302
56.94411	571.0313
56.94487	571.0317
56.94554	571.0302
56.94927	571.0302
56.95297	571.0302
56.9558	571.0292
56.95708	571.0292
56.95933	571.0292
56.96133	571.0292
56.96291	571.0281
56.9655	571.0292
56.9693	571.0302
56.97206	571.0302
56.97309	571.0323
56.97697	571.0344
56.97901	571.0354
56.9814	571.0369
56.98426	571.0385
56.98598	571.0406
56.98964	571.0406
56.99322	571.0421
56.99458	571.0432
56.99675	571.0432
56.99895	571.0432
57.00064	571.0447
57.00353	571.0447
57.00788	571.0447
57.0092	571.0472
57.01063	571.0483
57.01303	571.0499
57.01848	571.053
57.02094	571.0551
57.02198	571.0577
57.02637	571.0603
57.02797	571.0623
57.02966	571.0649
57.02987	571.0665
57.03464	571.0681
57.03646	571.0696
57.03717	571.0706
57.04088	571.0721
57.0435	571.0732
57.04638	571.0748
57.0483	571.0759
57.0522	571.0774
57.0555	571.0794
57.06046	571.081
57.06297	571.0825
57.06116	571.0851
57.06828	571.0862
57.07077	571.0877
57.06971	571.0887
57.07248	571.0903
57.07639	571.0919
57.07629	571.0919
57.07967	571.0924
57.08576	571.0929
57.0836	571.0939
57.0856	571.0945
57.09016	571.0955
57.09176	571.0955
57.09304	571.097
57.09649	571.0997
57.10123	571.1006
57.10451	571.1022
57.10759	571.1053
57.10611	571.1074
57.10799	571.11
57.10979	571.1121
57.11381	571.1152
57.11763	571.1162
57.11983	571.1178
57.1258	571.1188
57.12728	571.1204
57.13095	571.1193
57.13483	571.1204
57.13441	571.1204
57.13551	571.1204
57.13793	571.1204
57.14045	571.1214
57.14096	571.1224
57.14434	571.1245
57.14635	571.1266
57.1511	571.1287
57.15186	571.1318
57.15155	571.1328
57.15898	571.1348
57.16358	571.1375
57.16504	571.1385
57.16348	571.1405
57.17012	571.1421
57.17209	571.1436
57.17572	571.1458
57.17814	571.1462
57.18043	571.1483
57.17748	571.1514
57.17521	571.1514
57.18201	571.154
57.18383	571.1566
57.1958	571.1582
57.19461	571.1592
57.19548	571.1618
57.19987	571.1634
57.20307	571.1639
57.20438	571.1649
57.20435	571.166
57.2086	571.1675
57.21045	571.1675
57.21398	571.1675
57.21533	571.1675
57.22042	571.1675
57.22273	571.168
57.22685	571.1685
57.22695	571.1685
57.22676	571.17
57.2318	571.1711
57.23349	571.1716
57.23616	571.1732
57.23845	571.1747
57.24044	571.1758
57.24304	571.1763
57.24535	571.1778
57.25018	571.1789
57.25166	571.1789
57.2565	571.1804
57.2624	571.1815
57.26531	571.1815
57.2672	571.1825
57.26831	571.183
57.26933	571.1841
57.27208	571.1856
57.27429	571.1866
57.27542	571.1882
57.27433	571.1908
57.27791	571.1918
57.28365	571.1929
57.28519	571.1955
57.28866	571.197
57.29409	571.197
57.29423	571.2001
57.29513	571.2001
57.29568	571.2011
57.29794	571.2027
57.30228	571.2027
57.30366	571.2042
57.30652	571.2053
57.312	571.2053
57.31322	571.2073
57.31858	571.2079
57.32022	571.2095
57.32172	571.212
57.32327	571.2142
57.32454	571.2157
57.33482	571.2177
57.33604	571.2193
57.33546	571.2208
57.33699	571.2219
57.33992	571.2234
57.34016	571.2245
57.34367	571.2245
57.34416	571.226
57.34662	571.226
57.3522	571.226
57.35497	571.2271
57.35637	571.2286
57.35729	571.2286
57.3621	571.2297
57.36619	571.2322
57.3683	571.2349
57.36957	571.2364
57.37317	571.2384
57.37536	571.241
57.38012	571.2431
57.37975	571.2452
57.38276	571.2477
57.38513	571.2488
57.38599	571.2499
57.38713	571.2515
57.39275	571.2519
57.39278	571.2519
57.3954	571.2535
57.39803	571.2535
57.40047	571.2535
57.40503	571.2545
57.40754	571.2561
